0,1704.4,73.578,12.436,249.97,69.769,1702.2,104.53,12.421,1705.6,74.778,1705.6,74.778,69.769,69.769,1702.2,69.769,12.443,249.94,12.436,250.04,249.94,249.94,12.421,104.53,1.2998e+006,1.8503e-007,2.1015e-010,2253.7,-9.123e-007,-9.123e-007,1.2998e+006,7004.2,100,0,100,0,0,100,0,100,0,0,27.613,1.3015e+006,23.829,2254.2,42.411,250.05,56.903,69.705
5,1704.4,73.607,12.436,249.91,69.847,1702.2,104.46,12.421,1705.6,74.807,1705.6,74.807,69.847,69.847,1702.2,69.847,12.443,249.91,12.436,249.73,249.97,249.97,12.421,104.46,1.2982e+006,5.5959e-008,1.7556e-009,2252.3,5.5491e-007,5.5491e-007,1.2982e+006,7044.5,100,0,100,0,0,100,0,100,0,0,27.622,1.2991e+006,23.828,2252,42.44,249.73,56.836,69.886
10,1704.4,73.686,12.435,249.97,69.991,1702.2,103.88,12.421,1705.6,74.886,1705.6,74.886,69.991,69.991,1702.2,69.991,12.443,249.97,12.435,250.16,249.9,249.9,12.421,103.88,1.2993e+006,-2.5199e-007,9.7203e-010,2249.8,-1.3237e-006,-1.3237e-006,1.2993e+006,6950.6,100,0,100,0,0,100,0,100,0,0,27.611,1.3013e+006,23.831,2250.7,42.412,250.17,56.899,69.899
15,1704.4,73.646,12.436,250.03,69.856,1702.2,104.09,12.421,1705.6,74.846,1705.6,74.846,69.856,69.856,1702.2,69.856,12.443,249.97,12.436,250.16,249.97,249.97,12.421,104.09,1.2998e+006,1.641e-007,5.1519e-011,2251.4,5.4407e-008,5.4407e-008,1.2998e+006,7047.4,100,0,100,0,0,100,0,100,0,0,27.634,1.2975e+006,23.831,2251.2,42.402,250.17,56.981,69.86
20,1704.4,73.619,12.436,249.99,69.846,1702.2,104.09,12.421,1705.6,74.819,1705.6,74.819,69.846,69.846,1702.2,69.846,12.443,250.03,12.436,249.91,250.03,250.03,12.421,104.09,1.2999e+006,9.5073e-008,5.2986e-010,2251.7,-4.3223e-007,-4.3223e-007,1.2999e+006,7037.4,100,0,100,0,0,100,0,100,0,0,27.631,1.2987e+006,23.823,2251.9,42.418,249.91,57.161,69.816
25,1704.4,73.767,12.436,250.02,70.098,1702.2,103.73,12.421,1705.6,74.967,1705.6,74.967,70.098,70.098,1702.2,70.098,12.443,250.01,12.436,250.08,249.98,249.98,12.421,103.73,1.2998e+006,-2.8547e-007,-3.6978e-010,2247.9,-5.2742e-007,-5.2742e-007,1.2998e+006,6974,100,0,100,0,0,100,0,100,0,0,27.626,1.2995e+006,23.84,2248.4,42.406,250.09,56.85,70.061
30,1704.4,73.808,12.436,250.08,70.084,1702.2,104.08,12.421,1705.6,75.008,1705.6,75.008,70.084,70.084,1702.2,70.084,12.443,250.08,12.436,250.25,250.01,250.01,12.421,104.08,1.2993e+006,-4.7056e-008,1.3393e-009,2247.8,-7.9144e-007,-7.9144e-007,1.2993e+006,6973.1,100,0,100,0,0,100,0,100,0,0,27.632,1.2981e+006,23.852,2248.1,42.384,250.25,56.76,70.029
35,1704.4,73.845,12.436,250.1,70.176,1702.2,104.26,12.421,1705.6,75.045,1705.6,75.045,70.176,70.176,1702.2,70.176,12.443,250.1,12.436,250.17,250.07,250.07,12.421,104.26,1.2989e+006,-2.7672e-007,1.7811e-009,2247.3,-9.4807e-007,-9.4807e-007,1.2989e+006,6933.2,100,0,100,0,0,100,0,100,0,0,27.621,1.3002e+006,23.862,2247.8,42.379,250.17,56.529,70.11
40,1704.4,73.77,12.436,250.09,70.037,1702.2,104.82,12.421,1705.6,74.97,1705.6,74.97,70.037,70.037,1702.2,70.037,12.443,250.09,12.436,250.05,250.1,250.1,12.421,104.82,1.2994e+006,-2.5868e-008,6.1974e-010,2249.7,-8.4369e-007,-8.4369e-007,1.2994e+006,6964.8,100,0,100,0,0,100,0,100,0,0,27.629,1.2987e+006,23.86,2250,42.381,250.05,56.611,69.978
45,1704.4,73.753,12.436,250.01,70.066,1702.2,104.96,12.421,1705.6,74.953,1705.6,74.953,70.066,70.066,1702.2,70.066,12.443,250.01,12.436,249.82,250.08,250.08,12.421,104.96,1.3004e+006,-2.3279e-007,-7.6506e-010,2249.7,-1.0562e-006,-1.0562e-006,1.3004e+006,6941.3,100,0,100,0,0,100,0,100,0,0,27.606,1.3031e+006,23.856,2250.5,42.401,249.82,56.599,69.992
50,1704.4,73.593,12.436,250.02,69.798,1702.2,104.7,12.421,1705.6,74.793,1705.6,74.793,69.798,69.798,1702.2,69.798,12.443,250.01,12.436,250.04,250.01,250.01,12.421,104.7,1.2989e+006,1.2961e-007,2.2281e-009,2253.6,-1.0158e-006,-1.0158e-006,1.2989e+006,7007.2,100,0,100,0,0,100,0,100,0,0,27.61,1.3018e+006,23.835,2254.1,42.389,250.04,57.035,69.727
55,1704.4,73.743,12.436,249.96,70.074,1702.2,103.97,12.421,1705.6,74.942,1705.6,74.942,70.074,70.074,1702.2,70.074,12.443,249.96,12.436,249.81,250.01,250.01,12.421,103.97,1.3008e+006,-3.3195e-007,-3.0931e-009,2249.3,-1.5177e-006,-1.5177e-006,1.3008e+006,6919.5,100,0,100,0,0,100,0,100,0,0,27.608,1.3022e+006,23.848,2250.3,42.41,249.81,56.741,69.968
60,1704.4,73.773,12.436,249.98,70.041,1702.2,104.7,12.421,1705.6,74.973,1705.6,74.973,70.041,70.041,1702.2,70.041,12.443,249.98,12.436,250.04,249.96,249.96,12.421,104.7,1.3e+006,-9.4949e-009,1.9069e-010,2249.2,-3.0459e-007,-3.0459e-007,1.3e+006,6984.8,100,0,100,0,0,100,0,100,0,0,27.608,1.3027e+006,23.857,2249.2,42.397,250.05,56.606,70.02
65,1704.4,73.701,12.436,250.01,69.933,1702.2,104.51,12.421,1705.6,74.9,1705.6,74.9,69.933,69.933,1702.2,69.933,12.443,249.98,12.436,250.06,249.98,249.98,12.421,104.51,1.3003e+006,9.1782e-008,-5.5204e-011,2251.1,-2.6617e-007,-2.6617e-007,1.3003e+006,7007.6,100,0,100,0,0,100,0,100,0,0,27.629,1.299e+006,23.849,2251.1,42.392,250.07,56.746,69.914
70,1704.4,73.777,12.436,249.92,70.107,1702.2,104.76,12.421,1705.6,74.977,1705.6,74.977,70.107,70.107,1702.2,70.107,12.443,249.93,12.436,249.74,250,250,12.421,104.76,1.2994e+006,-2.6672e-007,8.2357e-010,2248.8,-3.6849e-007,-3.6849e-007,1.2994e+006,6958,100,0,100,0,0,100,0,100,0,0,27.621,1.3005e+006,23.856,2249.2,42.42,249.75,56.543,70.082
75,1704.4,73.816,12.436,250.01,70.105,1702.2,104.61,12.421,1705.6,75.016,1705.6,75.016,70.105,70.105,1702.2,70.105,12.443,250.01,12.436,250.21,249.92,249.92,12.421,104.61,1.2995e+006,-8.8064e-008,1.1093e-009,2248.2,-4.1131e-007,-4.1131e-007,1.2995e+006,6959.5,100,0,100,0,0,100,0,100,0,0,27.625,1.2998e+006,23.864,2248.5,42.387,250.22,56.454,70.076
80,1704.4,73.697,12.436,249.97,69.967,1702.2,105.14,12.421,1705.6,74.897,1705.6,74.897,69.967,69.967,1702.2,69.967,12.443,249.97,12.436,249.87,250,250,12.421,105.14,1.2992e+006,-8.0895e-008,2.261e-009,2251.2,-7.0369e-007,-7.0369e-007,1.2992e+006,6976.1,100,0,100,0,0,100,0,100,0,0,27.637,1.298e+006,23.849,2251.6,42.41,249.87,56.697,69.918
85,1704.4,73.689,12.435,249.92,70.021,1702.2,104.95,12.421,1705.6,74.889,1705.6,74.889,70.021,70.021,1702.2,70.021,12.443,249.93,12.435,249.8,249.97,249.97,12.421,104.95,1.2994e+006,-3.5402e-007,4.7768e-010,2250.8,-9.9032e-007,-9.9032e-007,1.2994e+006,6948,100,0,100,0,0,100,0,100,0,0,27.606,1.303e+006,23.843,2251.5,42.423,249.81,56.745,69.952
90,1704.4,73.721,12.436,249.96,69.939,1702.2,104.55,12.421,1705.6,74.921,1705.6,74.921,69.939,69.939,1702.2,69.939,12.443,249.96,12.436,250.06,249.91,249.91,12.421,104.55,1.2997e+006,2.1804e-007,-9.5173e-010,2250.4,1.1376e-006,1.1376e-006,1.2997e+006,7059.6,100,0,100,0,0,100,0,100,0,0,27.62,1.3002e+006,23.851,2249.8,42.408,250.07,56.642,70.018
95,1704.4,73.755,12.436,249.94,69.997,1702.2,104.63,12.421,1705.6,74.956,1705.6,74.956,69.997,69.997,1702.2,69.997,12.443,249.94,12.436,249.88,249.96,249.96,12.421,104.63,1.2992e+006,1.7104e-007,7.3459e-010,2249.6,1.8852e-006,1.8852e-006,1.2992e+006,7075.3,100,0,100,0,0,100,0,100,0,0,27.632,1.2976e+006,23.855,2248.5,42.423,249.88,56.52,70.128
100,1704.4,73.632,12.435,249.93,69.882,1702.2,104.87,12.421,1705.6,74.832,1705.6,74.832,69.882,69.882,1702.2,69.882,12.443,249.93,12.435,249.92,249.93,249.93,12.421,104.87,1.2987e+006,2.3992e-008,2.6944e-009,2252.1,8.3331e-007,8.3331e-007,1.2987e+006,7065.2,100,0,100,0,0,100,0,100,0,0,27.627,1.2987e+006,23.833,2251.7,42.425,249.92,56.928,69.94
105,1704.4,73.676,12.435,249.97,69.969,1702.2,103.97,12.421,1705.6,74.876,1705.6,74.876,69.969,69.969,1702.2,69.969,12.443,249.96,12.435,250.05,249.93,249.93,12.421,103.97,1.2997e+006,-1.6292e-007,9.4727e-010,2250.4,1.8525e-007,1.8525e-007,1.2997e+006,7024.6,100,0,100,0,0,100,0,100,0,0,27.616,1.301e+006,23.834,2250.5,42.416,250.06,56.976,69.982
110,1704.4,73.793,12.435,249.99,70.052,1702.2,104.06,12.421,1705.6,74.993,1705.6,74.993,70.052,70.052,1702.2,70.052,12.443,249.99,12.435,250.06,249.96,249.96,12.421,104.06,1.2993e+006,7.7974e-008,1.6157e-009,2248,7.2015e-007,7.2015e-007,1.2993e+006,7038.1,100,0,100,0,0,100,0,100,0,0,27.608,1.3019e+006,23.853,2247.4,42.412,250.06,56.751,70.103
115,1704.4,73.739,12.436,250.05,69.912,1702.2,104.28,12.421,1705.6,74.939,1705.6,74.939,69.912,69.912,1702.2,69.912,12.443,249.99,12.436,250.19,249.98,249.98,12.421,104.28,1.3003e+006,4.3115e-007,-1.4849e-009,2250,1.3592e-006,1.3592e-006,1.3003e+006,7101.2,100,0,100,0,0,100,0,100,0,0,27.604,1.3024e+006,23.85,2249.1,42.396,250.19,56.838,70.007
120,1704.4,73.739,12.436,249.98,70.028,1702.2,104.41,12.421,1705.6,74.939,1705.6,74.939,70.028,70.028,1702.2,70.028,12.443,249.99,12.436,249.85,250.04,250.04,12.421,104.41,1.2997e+006,-7.2375e-008,-1.0913e-009,2249.5,7.7063e-007,7.7063e-007,1.2997e+006,7041.6,100,0,100,0,0,100,0,100,0,0,27.612,1.3004e+006,23.848,2249.1,42.419,249.86,56.806,70.082
125,1704.4,73.809,12.435,250.04,70.088,1702.2,104.08,12.421,1705.6,75.009,1705.6,75.009,70.088,70.088,1702.2,70.088,12.443,250.04,12.435,250.19,249.98,249.98,12.421,104.08,1.2991e+006,1.3798e-009,-1.9381e-010,2248.2,1.1367e-006,1.1367e-006,1.2991e+006,7039.5,100,0,100,0,0,100,0,100,0,0,27.623,1.2981e+006,23.86,2247.5,42.392,250.2,56.624,70.168
130,1704.4,73.857,12.436,250.06,70.142,1702.2,104.32,12.421,1705.6,75.057,1705.6,75.057,70.142,70.142,1702.2,70.142,12.443,250.06,12.436,250.1,250.04,250.04,12.421,104.32,1.2997e+006,-3.7231e-008,-4.8025e-010,2247.3,-3.1023e-007,-3.1023e-007,1.2997e+006,6973.3,100,0,100,0,0,100,0,100,0,0,27.611,1.3008e+006,23.868,2247.5,42.391,250.1,56.557,70.12
135,1704.4,73.717,12.436,250.06,69.975,1702.2,104.82,12.421,1705.6,74.917,1705.6,74.917,69.975,69.975,1702.2,69.975,12.443,250.06,12.436,250.06,250.05,250.05,12.421,104.82,1.2986e+006,-7.2664e-009,1.9383e-009,2251.1,-1.1788e-007,-1.1788e-007,1.2986e+006,7009.8,100,0,100,0,0,100,0,100,0,0,27.604,1.3016e+006,23.854,2251.1,42.39,250.06,56.752,69.966
140,1704.4,73.811,12.436,250.03,70.022,1702.2,104.25,12.421,1705.6,75.011,1705.6,75.011,70.022,70.022,1702.2,70.022,12.443,250.06,12.436,249.97,250.05,250.05,12.421,104.25,1.2999e+006,2.7832e-007,-1.3439e-009,2248.8,-1.1204e-007,-1.1204e-007,1.2999e+006,7003.5,100,0,100,0,0,100,0,100,0,0,27.611,1.3005e+006,23.869,2248.7,42.395,249.98,56.573,70.014
