0,1704.4,73.578,12.436,249.97,69.769,1702.2,104.53,12.421,1705.6,74.778,1705.6,74.778,69.769,69.769,1702.2,69.769,12.443,249.94,12.436,250.04,249.94,249.94,12.421,104.53,1.2998e+006,1.8503e-007,2.1015e-010,2253.7,-9.123e-007,-9.123e-007,1.2998e+006,7004.2,100,0,100,0,0,100,0,100,0,0,27.631,1.2984e+006,23.829,2254.2,42.411,250.05,56.903,69.705
5,1704.4,73.596,12.436,249.9,69.848,1702.2,104.47,12.421,1705.6,74.796,1705.6,74.796,69.848,69.848,1702.2,69.848,12.443,249.9,12.436,249.73,249.97,249.97,12.421,104.47,1.2994e+006,-2.166e-008,1.4949e-009,2252.3,-2.79e-007,-2.79e-007,1.2994e+006,7014.7,100,0,100,0,0,100,0,100,0,0,27.618,1.301e+006,23.824,2252.7,42.44,249.73,56.931,69.828
10,1704.4,73.743,12.436,249.95,70.072,1702.2,104.16,12.421,1705.6,74.943,1705.6,74.943,70.072,70.072,1702.2,70.072,12.443,249.94,12.436,250.04,249.9,249.9,12.421,104.16,1.2996e+006,-2.8685e-007,5.4266e-010,2248.6,-3.6536e-007,-3.6536e-007,1.2996e+006,6966.4,100,0,100,0,0,100,0,100,0,0,27.625,1.3e+006,23.839,2248.9,42.424,250.05,56.683,70.047
15,1704.4,73.793,12.436,250,70.036,1702.2,104.54,12.421,1705.6,74.993,1705.6,74.993,70.036,70.036,1702.2,70.036,12.443,250,12.436,250.17,249.94,249.94,12.421,104.54,1.3004e+006,1.3593e-007,-9.221e-010,2248.2,7.6271e-007,7.6271e-007,1.3004e+006,7031.4,100,0,100,0,0,100,0,100,0,0,27.617,1.3015e+006,23.852,2247.6,42.408,250.18,56.544,70.089
20,1704.4,73.821,12.436,250.03,70.101,1702.2,104.67,12.421,1705.6,75.021,1705.6,75.021,70.101,70.101,1702.2,70.101,12.443,250.02,12.436,250.08,250,250,12.421,104.67,1.3003e+006,-6.2406e-009,-1.4908e-009,2247.8,5.2021e-007,5.2021e-007,1.3003e+006,7001.3,100,0,100,0,0,100,0,100,0,0,27.631,1.299e+006,23.859,2247.5,42.408,250.08,56.418,70.137
25,1704.4,73.637,12.436,250.06,69.86,1702.2,104.77,12.421,1705.6,74.837,1705.6,74.837,69.86,69.86,1702.2,69.86,12.443,250.03,12.436,250.13,250.02,250.02,12.421,104.77,1.2993e+006,7.9634e-008,1.3964e-009,2252.2,-8.6799e-007,-8.6799e-007,1.2993e+006,7002.7,100,0,100,0,0,100,0,100,0,0,27.643,1.2968e+006,23.835,2252.6,42.397,250.14,56.935,69.799
30,1704.4,73.643,12.435,249.93,70.021,1702.2,104.72,12.421,1705.6,74.843,1705.6,74.843,70.021,70.021,1702.2,70.021,12.443,249.95,12.435,249.66,250.05,250.05,12.421,104.72,1.2997e+006,-5.5669e-007,-3.4917e-010,2251.1,-4.3317e-007,-4.3317e-007,1.2997e+006,6968.1,100,0,100,0,0,100,0,100,0,0,27.627,1.2996e+006,23.828,2251.6,42.437,249.66,56.879,69.99
35,1704.4,73.701,12.436,250.05,69.957,1702.2,103.88,12.421,1705.6,74.901,1705.6,74.901,69.957,69.957,1702.2,69.957,12.443,250.05,12.436,250.32,249.92,249.92,12.421,103.88,1.2995e+006,-3.7436e-009,-3.2897e-010,2250,-3.1978e-007,-3.1978e-007,1.2995e+006,7010.7,100,0,100,0,0,100,0,100,0,0,27.632,1.2981e+006,23.836,2250.2,42.389,250.33,56.946,69.935
40,1704.4,73.805,12.435,249.99,70.126,1702.2,104.32,12.421,1705.6,75.005,1705.6,75.005,70.126,70.126,1702.2,70.126,12.443,250,12.435,249.88,250.04,250.04,12.421,104.32,1.2992e+006,-2.1315e-007,1.0222e-009,2247.4,-4.464e-007,-4.464e-007,1.2992e+006,6968.8,100,0,100,0,0,100,0,100,0,0,27.629,1.2982e+006,23.851,2247.8,42.416,249.88,56.699,70.095
45,1704.4,73.946,12.436,250.11,70.276,1702.2,104.32,12.421,1705.6,75.146,1705.6,75.146,70.276,70.276,1702.2,70.276,12.443,250.09,12.436,250.34,249.99,249.99,12.421,104.32,1.2996e+006,-1.6614e-007,-6.1475e-010,2245,5.3855e-007,5.3855e-007,1.2996e+006,6963.6,100,0,100,0,0,100,0,100,0,0,27.623,1.2995e+006,23.88,2244.6,42.375,250.35,56.183,70.314
