2670,1
6495,1
645,2
905,2
2160,2
2675,3
6805,3
330,4
2430,4
635,5
720,5
2645,5
2745,5
6475,5
6565,5
6670,5
325,6
6825,6
2295,7
2380,7
5665,8
6810,8
425,9
2415,9
5665,10
6790,10
320,11
2375,11
335,12
6810,12
335,13
6815,13
6465,14
6630,14
310,15
670,15
6505,16
6625,16
2630,17
2820,17
2275,18
2415,18
2525,18
2320,19
2475,19
650,20
6520,20
670,21
6465,21
6630,21
310,22
6800,22
320,23
6790,23
670,24
2635,24
6510,24
6625,24
